date_collected,symbol,total_articles,positive_count,neutral_count,negative_count,avg_confidence_positive,avg_confidence_neutral,avg_confidence_negative
2025-07-23,AMZN,84,18,30,36,0.7312,0.8234,0.7757
2025-07-23,AAPL,84,12,54,18,0.7106,0.7503,0.7949
2025-07-23,GOOGL,84,6,66,12,0.8707,0.7417,0.5262
2025-07-23,005930.KS,80,23,40,17,0.6885,0.7548,0.9506
2025-07-23,2317.TW,59,14,45,0,0.6937,0.7861,0.0
2025-07-23,MSFT,83,0,48,35,0.0,0.713,0.8289
2025-07-23,JD,70,20,45,5,0.9369,0.624,0.8548
2025-07-23,BABA,70,25,40,5,0.8798,0.6209,0.8296
2025-07-23,T,84,12,48,24,0.6168,0.8362,0.8011
2025-07-23,META,83,6,59,18,0.7459,0.8788,0.6886
