date_collected,symbol,total_articles,positive_count,neutral_count,negative_count,avg_confidence_positive,avg_confidence_neutral,avg_confidence_negative
2025-07-27,AMZN,84,6,66,12,0.5339,0.8937,0.9517
2025-07-27,AAPL,84,12,66,6,0.8199,0.8734,0.9158
2025-07-27,GOOGL,84,6,54,24,0.9071,0.8408,0.7648
2025-07-27,005930.KS,75,17,48,10,0.8174,0.7802,0.8512
2025-07-27,2317.TW,53,34,9,10,0.853,0.7739,0.8002
2025-07-27,MSFT,83,6,53,24,0.7956,0.8279,0.8782
2025-07-27,JD,59,26,20,13,0.6994,0.7358,0.7975
2025-07-27,BABA,71,10,35,26,0.7573,0.8908,0.8905
2025-07-27,T,84,6,54,24,0.9005,0.7919,0.7866
2025-07-27,META,84,0,48,36,0.0,0.8231,0.9228
