symbol,predicted_price,date
AMZN,229.19,2025-07-27
AAPL,213.08,2025-07-27
GOOGL,190.35,2025-07-27
005930.KS,66194.46,2025-07-27
2317.TW,176.52,2025-07-27
MSFT,509.32,2025-07-27
JD,33.17,2025-07-27
BABA,120.06,2025-07-27
T,27.88,2025-07-27
META,712.16,2025-07-27
