symbol,predicted_price,date
AMZN,228.78,2025-07-27
AAPL,213.41,2025-07-27
GOOGL,191.8,2025-07-27
005930.KS,65868.44,2025-07-27
2317.TW,174.27,2025-07-27
MSFT,501.65,2025-07-27
JD,33.12,2025-07-27
BABA,120.6,2025-07-27
T,27.75,2025-07-27
META,709.13,2025-07-27
