symbol,predicted_price,date
AMZN,222.66,2025-07-15
AAPL,209.75,2025-07-15
GOOGL,180.49,2025-07-15
005930.KS,62504.18,2025-07-15
2317.TW,160.55,2025-07-15
MSFT,491.99,2025-07-15
JD,30.8,2025-07-15
BABA,107.78,2025-07-15
T,26.95,2025-07-15
META,717.47,2025-07-15
