symbol,predicted_price,date
AMZN,223.31,2025-07-20
AAPL,209.7,2025-07-20
GOOGL,182.76,2025-07-20
005930.KS,67037.22,2025-07-20
2317.TW,166.29,2025-07-20
MSFT,507.75,2025-07-20
JD,33.63,2025-07-20
BABA,118.84,2025-07-20
T,26.98,2025-07-20
META,703.09,2025-07-20
