symbol,predicted_price,date
AMZN,225.39,2025-07-22
AAPL,210.74,2025-07-22
GOOGL,185.96,2025-07-22
005930.KS,67762.08,2025-07-22
2317.TW,166.49,2025-07-22
MSFT,508.88,2025-07-22
JD,33.45,2025-07-22
BABA,119.72,2025-07-22
T,27.14,2025-07-22
META,704.98,2025-07-22
