symbol,predicted_price,date
AMZN,223.97,2025-08-02
AAPL,205.27,2025-08-02
GOOGL,190.87,2025-08-02
005930.KS,69721.15,2025-08-02
2317.TW,180.95,2025-08-02
MSFT,508.68,2025-08-02
JD,30.99,2025-08-02
BABA,118.4,2025-08-02
T,27.46,2025-08-02
META,739.93,2025-08-02
