date_collected,symbol,total_articles,positive_count,neutral_count,negative_count,avg_confidence_positive,avg_confidence_neutral,avg_confidence_negative
2025-07-15,AMZN,83,3,65,15,0.6502,0.8421,0.8426
2025-07-15,AAPL,82,8,55,19,0.6147,0.8306,0.7757
2025-07-15,GOOGL,84,2,72,10,0.7157,0.8227,0.7024
2025-07-15,005930.KS,83,12,66,5,0.7574,0.8015,0.7962
2025-07-15,2317.TW,38,13,17,8,0.8546,0.7429,0.9182
2025-07-15,MSFT,83,7,60,16,0.744,0.8147,0.8344
2025-07-15,JD,36,12,13,11,0.8769,0.8313,0.9094
2025-07-15,BABA,79,31,41,7,0.8118,0.864,0.847
2025-07-15,T,78,5,51,22,0.8551,0.8283,0.8493
2025-07-15,META,84,10,60,14,0.7534,0.8181,0.8349
