symbol,train_mae,train_mse,train_r2,test_mae,test_mse,test_r2,next_day_prediction
JD,0.9115574224279561,2.032923401673257,0.9938793630677194,0.7388328613444446,1.0623353650549694,0.9676718475105879,31.060345
