symbol,train_mae,train_mse,train_r2,test_mae,test_mse,test_r2,next_day_prediction
BABA,2.6760320221351472,15.087123484346865,0.9954474475411589,1.9221050458795883,7.736683577357219,0.9779889704090206,106.62327
