symbol,train_mae,train_mse,train_r2,test_mae,test_mse,test_r2,next_day_prediction
AMZN,0.7384598561724547,1.0568820194233954,0.9987012158024775,3.1568365958620825,17.543386953656388,0.9849872876021891,221.40913
