symbol,train_mae,train_mse,train_r2,test_mae,test_mse,test_r2,next_day_prediction
005930.KS,442.17780029296875,304622.7892897275,0.9979345170647616,856.3256461512128,1338694.9261491923,0.9850289594849153,61946.25
