date_collected,symbol,total_articles,positive_count,neutral_count,negative_count,avg_confidence_positive,avg_confidence_neutral,avg_confidence_negative
2025-08-06,AMZN,84,18,60,6,0.843,0.8696,0.8588
2025-08-06,AAPL,84,0,78,6,0.0,0.7405,0.9207
2025-08-06,GOOGL,84,6,66,12,0.9271,0.8688,0.6761
2025-08-06,005930.KS,74,25,38,11,0.642,0.7942,0.676
2025-08-06,2317.TW,71,5,50,16,0.664,0.8625,0.7395
2025-08-06,MSFT,81,23,47,11,0.8649,0.9218,0.9596
2025-08-06,JD,45,30,11,4,0.7444,0.7716,0.8854
2025-08-06,BABA,71,36,35,0,0.7604,0.8332,0.0
2025-08-06,T,84,6,54,24,0.9545,0.8508,0.8534
2025-08-06,META,77,33,38,6,0.8026,0.8526,0.9486
