date_collected,symbol,total_articles,positive_count,neutral_count,negative_count,avg_confidence_positive,avg_confidence_neutral,avg_confidence_negative
2025-08-03,AMZN,78,0,72,6,0.0,0.9228,0.9711
2025-08-03,AAPL,84,0,66,18,0.0,0.7138,0.9235
2025-08-03,GOOGL,84,0,66,18,0.0,0.7509,0.8758
2025-08-03,005930.KS,73,11,62,0,0.8422,0.8067,0.0
2025-08-03,2317.TW,53,34,19,0,0.8347,0.6608,0.0
2025-08-03,MSFT,78,0,62,16,0.0,0.8555,0.8538
2025-08-03,JD,65,24,23,18,0.7299,0.7422,0.8873
2025-08-03,BABA,72,16,46,10,0.6432,0.8634,0.8778
2025-08-03,T,78,6,54,18,0.7519,0.8349,0.7412
2025-08-03,META,83,6,77,0,0.7425,0.8121,0.0
