symbol,predicted_price,date
AMZN,223.31,2025-07-19
AAPL,209.7,2025-07-19
GOOGL,182.76,2025-07-19
005930.KS,67037.22,2025-07-19
2317.TW,166.29,2025-07-19
MSFT,507.75,2025-07-19
JD,33.63,2025-07-19
BABA,118.84,2025-07-19
T,26.98,2025-07-19
META,703.09,2025-07-19
