symbol,predicted_price,date
AMZN,222.73,2025-08-04
AAPL,204.72,2025-08-04
GOOGL,189.0,2025-08-04
005930.KS,70654.7,2025-08-04
2317.TW,176.08,2025-08-04
MSFT,520.7,2025-08-04
JD,31.06,2025-08-04
BABA,117.97,2025-08-04
T,27.49,2025-08-04
META,738.83,2025-08-04
