date_collected,symbol,total_articles,positive_count,neutral_count,negative_count,avg_confidence_positive,avg_confidence_neutral,avg_confidence_negative
2025-07-31,AMZN,84,12,60,12,0.7126,0.9058,0.9603
2025-07-31,AAPL,84,6,48,30,0.6793,0.7866,0.9465
2025-07-31,GOOGL,84,12,66,6,0.9236,0.7958,0.7962
2025-07-31,005930.KS,84,24,48,12,0.922,0.8258,0.8707
2025-07-31,2317.TW,67,9,14,44,0.9333,0.7355,0.8775
2025-07-31,MSFT,84,24,36,24,0.8878,0.8393,0.8908
2025-07-31,JD,57,18,33,6,0.7662,0.6557,0.6693
2025-07-31,BABA,71,10,56,5,0.9001,0.8472,0.896
2025-07-31,T,84,0,60,24,0.0,0.7126,0.7901
2025-07-31,META,84,6,30,48,0.6083,0.8101,0.8839
