symbol,predicted_price,date
AMZN,212.96,2025-08-06
AAPL,202.28,2025-08-06
GOOGL,192.34,2025-08-06
005930.KS,69607.36,2025-08-06
2317.TW,185.42,2025-08-06
MSFT,527.96,2025-08-06
JD,31.43,2025-08-06
BABA,117.02,2025-08-06
T,27.68,2025-08-06
META,763.89,2025-08-06
