date_collected,symbol,total_articles,positive_count,neutral_count,negative_count,avg_confidence_positive,avg_confidence_neutral,avg_confidence_negative
2025-07-24,AMZN,78,6,72,0,0.4971,0.8659,0.0
2025-07-24,AAPL,84,12,72,0,0.7673,0.8773,0.0
2025-07-24,GOOGL,84,6,54,24,0.8023,0.8277,0.8409
2025-07-24,005930.KS,80,24,39,17,0.8503,0.8072,0.791
2025-07-24,2317.TW,63,21,37,5,0.8081,0.726,0.9682
2025-07-24,MSFT,84,6,30,48,0.7352,0.7988,0.8936
2025-07-24,JD,61,23,33,5,0.8255,0.6897,0.91
2025-07-24,BABA,68,16,32,20,0.7165,0.7691,0.8489
2025-07-24,T,84,18,54,12,0.9388,0.802,0.6904
2025-07-24,META,84,12,54,18,0.7907,0.7948,0.8228
