symbol,predicted_price,date
AMZN,221.37,2025-08-09
AAPL,221.73,2025-08-09
GOOGL,197.14,2025-08-09
005930.KS,71153.18,2025-08-09
2317.TW,195.65,2025-08-09
MSFT,525.6,2025-08-09
JD,31.56,2025-08-09
BABA,120.55,2025-08-09
T,27.9,2025-08-09
META,768.92,2025-08-09
