symbol,predicted_price,date
AMZN,220.28,2025-08-09
AAPL,221.14,2025-08-09
GOOGL,198.55,2025-08-09
005930.KS,71019.44,2025-08-09
2317.TW,193.23,2025-08-09
MSFT,516.39,2025-08-09
JD,31.46,2025-08-09
BABA,120.79,2025-08-09
T,27.83,2025-08-09
META,762.84,2025-08-09
