symbol,predicted_price,date
AMZN,219.56,2025-08-08
AAPL,213.38,2025-08-08
GOOGL,194.53,2025-08-08
005930.KS,69938.26,2025-08-08
2317.TW,192.99,2025-08-08
MSFT,527.22,2025-08-08
JD,31.68,2025-08-08
BABA,120.71,2025-08-08
T,27.76,2025-08-08
META,769.03,2025-08-08
