symbol,predicted_price,date
AMZN,218.15,2025-08-08
AAPL,212.77,2025-08-08
GOOGL,195.97,2025-08-08
005930.KS,69775.01,2025-08-08
2317.TW,192.29,2025-08-08
MSFT,515.43,2025-08-08
JD,31.57,2025-08-08
BABA,120.89,2025-08-08
T,27.62,2025-08-08
META,763.59,2025-08-08
