symbol,predicted_price,date
AMZN,229.19,2025-07-26
AAPL,213.08,2025-07-26
GOOGL,190.35,2025-07-26
005930.KS,66194.46,2025-07-26
2317.TW,176.52,2025-07-26
MSFT,509.32,2025-07-26
JD,33.17,2025-07-26
BABA,120.06,2025-07-26
T,27.88,2025-07-26
META,712.16,2025-07-26
