symbol,predicted_price,date
AMZN,222.6,2025-07-18
AAPL,209.02,2025-07-18
GOOGL,181.75,2025-07-18
005930.KS,66013.58,2025-07-18
2317.TW,164.85,2025-07-18
MSFT,506.17,2025-07-18
JD,32.48,2025-07-18
BABA,116.84,2025-07-18
T,26.99,2025-07-18
META,705.62,2025-07-18
