symbol,predicted_price,date
AMZN,222.7,2025-07-18
AAPL,209.21,2025-07-18
GOOGL,182.9,2025-07-18
005930.KS,65795.6,2025-07-18
2317.TW,163.5,2025-07-18
MSFT,496.14,2025-07-18
JD,32.35,2025-07-18
BABA,116.99,2025-07-18
T,26.88,2025-07-18
META,699.98,2025-07-18
