symbol,predicted_price,date
AMZN,228.78,2025-07-28
AAPL,213.41,2025-07-28
GOOGL,191.8,2025-07-28
005930.KS,65868.46,2025-07-28
2317.TW,174.27,2025-07-28
MSFT,501.65,2025-07-28
JD,33.12,2025-07-28
BABA,120.6,2025-07-28
T,27.75,2025-07-28
META,709.13,2025-07-28
