date_collected,symbol,total_articles,positive_count,neutral_count,negative_count,avg_confidence_positive,avg_confidence_neutral,avg_confidence_negative
2025-07-19,AMZN,84,0,84,0,0.0,0.9129,0.0
2025-07-19,AAPL,84,6,60,18,0.9144,0.8529,0.8436
2025-07-19,GOOGL,84,12,60,12,0.7694,0.8887,0.6946
2025-07-19,005930.KS,78,11,51,16,0.8574,0.8708,0.9509
2025-07-19,2317.TW,64,8,31,25,0.7715,0.788,0.8584
2025-07-19,MSFT,84,6,72,6,0.6312,0.8557,0.756
2025-07-19,JD,56,34,18,4,0.8231,0.8531,0.5396
2025-07-19,BABA,70,15,45,10,0.7209,0.8602,0.9637
2025-07-19,T,84,0,66,18,0.0,0.8668,0.9239
2025-07-19,META,84,12,48,24,0.9213,0.8093,0.7779
