symbol,predicted_price,date
AMZN,229.77,2025-07-30
AAPL,211.84,2025-07-30
GOOGL,192.25,2025-07-30
005930.KS,70094.84,2025-07-30
2317.TW,173.73,2025-07-30
MSFT,511.22,2025-07-30
JD,32.39,2025-07-30
BABA,119.87,2025-07-30
T,27.6,2025-07-30
META,710.38,2025-07-30
