symbol,predicted_price,date
AMZN,229.68,2025-07-30
AAPL,212.21,2025-07-30
GOOGL,193.59,2025-07-30
005930.KS,70042.62,2025-07-30
2317.TW,170.86,2025-07-30
MSFT,503.12,2025-07-30
JD,32.34,2025-07-30
BABA,120.4,2025-07-30
T,27.29,2025-07-30
META,705.48,2025-07-30
