symbol,predicted_price,date
AMZN,227.75,2025-07-25
AAPL,213.47,2025-07-25
GOOGL,190.94,2025-07-25
005930.KS,65987.0,2025-07-25
2317.TW,173.03,2025-07-25
MSFT,500.66,2025-07-25
JD,33.43,2025-07-25
BABA,121.63,2025-07-25
T,27.64,2025-07-25
META,708.24,2025-07-25
