symbol,predicted_price,date
AMZN,228.27,2025-07-25
AAPL,213.14,2025-07-25
GOOGL,189.46,2025-07-25
005930.KS,66367.11,2025-07-25
2317.TW,172.5,2025-07-25
MSFT,508.11,2025-07-25
JD,33.48,2025-07-25
BABA,121.11,2025-07-25
T,27.74,2025-07-25
META,710.68,2025-07-25
