symbol,predicted_price,date
AMZN,225.56,2025-07-23
AAPL,212.37,2025-07-23
GOOGL,189.51,2025-07-23
005930.KS,66558.86,2025-07-23
2317.TW,161.91,2025-07-23
MSFT,499.3,2025-07-23
JD,33.64,2025-07-23
BABA,120.55,2025-07-23
T,27.22,2025-07-23
META,702.38,2025-07-23
