symbol,predicted_price,date
AMZN,225.99,2025-07-23
AAPL,212.25,2025-07-23
GOOGL,188.52,2025-07-23
005930.KS,67208.74,2025-07-23
2317.TW,164.16,2025-07-23
MSFT,508.58,2025-07-23
JD,33.71,2025-07-23
BABA,120.13,2025-07-23
T,27.31,2025-07-23
META,705.15,2025-07-23
