symbol,predicted_price,date
AMZN,221.88,2025-07-14
AAPL,210.66,2025-07-14
GOOGL,177.95,2025-07-14
005930.KS,62037.12,2025-07-14
2317.TW,163.2,2025-07-14
MSFT,500.58,2025-07-14
JD,31.13,2025-07-14
BABA,106.58,2025-07-14
T,27.38,2025-07-14
META,722.65,2025-07-14
