symbol,predicted_price,date
AMZN,221.41,2025-07-14
AAPL,210.81,2025-07-14
GOOGL,178.56,2025-07-14
005930.KS,61946.26,2025-07-14
2317.TW,161.57,2025-07-14
MSFT,490.92,2025-07-14
JD,31.06,2025-07-14
BABA,106.62,2025-07-14
T,27.1,2025-07-14
META,719.51,2025-07-14
