symbol,predicted_price,date
AMZN,223.31,2025-07-21
AAPL,209.7,2025-07-21
GOOGL,182.76,2025-07-21
005930.KS,67037.22,2025-07-21
2317.TW,166.3,2025-07-21
MSFT,507.75,2025-07-21
JD,33.63,2025-07-21
BABA,118.84,2025-07-21
T,26.98,2025-07-21
META,703.09,2025-07-21
