symbol,predicted_price,date
AMZN,223.21,2025-07-17
AAPL,208.99,2025-07-17
GOOGL,182.35,2025-07-17
005930.KS,64267.41,2025-07-17
2317.TW,162.64,2025-07-17
MSFT,494.34,2025-07-17
JD,31.61,2025-07-17
BABA,115.92,2025-07-17
T,26.89,2025-07-17
META,705.25,2025-07-17
