symbol,predicted_price,date
AMZN,226.4,2025-07-24
AAPL,213.04,2025-07-24
GOOGL,188.85,2025-07-24
005930.KS,66746.61,2025-07-24
2317.TW,165.47,2025-07-24
MSFT,507.87,2025-07-24
JD,33.82,2025-07-24
BABA,121.42,2025-07-24
T,27.53,2025-07-24
META,707.78,2025-07-24
