symbol,predicted_price,date
AMZN,226.11,2025-07-24
AAPL,213.27,2025-07-24
GOOGL,190.21,2025-07-24
005930.KS,66246.58,2025-07-24
2317.TW,164.99,2025-07-24
MSFT,499.98,2025-07-24
JD,33.75,2025-07-24
BABA,121.83,2025-07-24
T,27.45,2025-07-24
META,705.37,2025-07-24
