symbol,predicted_price,date
AMZN,228.98,2025-07-31
AAPL,209.91,2025-07-31
GOOGL,193.74,2025-07-31
005930.KS,71902.7,2025-07-31
2317.TW,171.46,2025-07-31
MSFT,511.95,2025-07-31
JD,31.84,2025-07-31
BABA,117.92,2025-07-31
T,27.47,2025-07-31
META,704.37,2025-07-31
