symbol,predicted_price,date
AMZN,229.06,2025-07-31
AAPL,210.36,2025-07-31
GOOGL,195.1,2025-07-31
005930.KS,71663.32,2025-07-31
2317.TW,170.4,2025-07-31
MSFT,503.81,2025-07-31
JD,31.8,2025-07-31
BABA,118.44,2025-07-31
T,27.25,2025-07-31
META,698.27,2025-07-31
